resolution_id,complaint_id,agent_id,resolution_date,resolution_type,notes
16504,10994,267,8/4/2023,Fixed,No resolution details provided
16505,31066,290,5/5/2025,Fixed,Refunded overcharge
16506,811,230,1/18/2025,Fixed,Patched dashboard
16507,22594,222,11/15/2023,Fixed,Debugging app crash
16508,20626,283,11/7/2023,Fixed,Processed refund
16509,19057,272,7/28/2023,Fixed,Debugging app crash
16510,20962,225,6/13/2025,Fixed,No resolution details provided
16511,18611,222,,Open,Fixed login issue
16512,31826,233,10/19/2023,Fixed,Resolved export error
16513,1518,288,,Open,Work in progress
16514,35924,290,,Open,Processed refund
16515,10962,205,12/1/2024,Pending,
16516,27830,257,7/25/2024,Fixed,Patched integration
16517,24129,300,9/21/2023,Pending,Processed refund
16518,30053,212,11/17/2023,Fixed,Improved load time
16519,44012,278,,Open,Work in progress
16520,22215,282,,Open,Updated app version
16521,33410,285,,Open,Optimized server
16522,40274,213,,Open,Work in progress
16523,17073,297,8/16/2024,Pending,Fixed login issue
16524,15491,213,10/18/2024,Fixed,No resolution details provided
16525,48785,291,,Open,Work in progress
16526,4457,205,,Open,Updated billing system
16527,7718,272,3/23/2024,Fixed,Resolved export error
16528,26135,207,8/27/2024,Pending,
16529,42055,249,6/2/2025,Fixed,Updated billing system
16530,18913,268,,Open,Optimized server
16531,42071,243,6/14/2025,Fixed,No resolution details provided
16532,36350,295,1/22/2024,Pending,Patched integration
16533,45354,223,,Pending,Fixed notification bug
16534,4916,202,4/3/2024,Pending,Enabled CSV export
16535,29240,234,,Open,Updated billing system
16536,31185,226,10/2/2023,Pending,Waiting for engineering team
16537,40613,233,,Open,Updated app version
16538,42183,247,7/25/2024,Pending,
16539,33446,292,4/8/2024,Fixed,Waiting for engineering team
16540,15887,225,,Open,Work in progress
16541,47941,281,10/17/2024,Fixed,No resolution details provided
16542,32403,292,5/17/2024,Fixed,Enabled CSV export
16543,23719,279,,Open,Updated billing system
16544,11208,282,3/11/2025,Pending,Restored notification delivery
16545,47831,239,,Open,Work in progress
16546,33861,258,,Open,Updated biling system
16547,41822,297,10/19/2024,Fixed,Patched integration
16548,45963,241,,Open,Improved load time
16549,16518,277,2/25/2024,Fixed,Improved load time
16550,13556,244,10/4/2023,Fixed,Restored notification delivery
16551,31294,282,,Open,Fixed sync issue
16552,791,262,8/30/2024,Fixed,No resolution details provided
16553,30913,249,4/29/2025,Fixed,Patched integration
16554,31258,232,12/4/2023,Fixed,Updated app version
16555,47438,253,10/4/2024,Pending,
16556,947,300,11/26/2023,Fixed,Resolved export error
16557,3602,294,11/22/2023,Fixed,Optimized server
16558,29048,292,11/29/2023,Fixed,No resolution details provided
16559,3002,293,4/24/2025,Fixed,Improved load time
16560,38588,228,,Open,Fixed sync issue
16561,16732,253,,Open,Processed refund
16562,19307,284,4/13/2024,Fixed,No resolution details provided
16563,7662,234,2/27/2025,Pending,
16564,48492,231,3/7/2025,Fixed,Patched integration
16565,40299,211,7/26/2024,Fixed,Updated biling system
16566,42490,269,9/6/2023,Pending,Refunded overcharge
16567,48219,213,10/4/2024,Pending,Fixed notification bug
16568,37393,242,,Open,Work in progress
16569,32016,269,,Open,Optimized server
16570,14186,290,2/22/2024,Fixed,Updated app version
16571,15405,253,5/15/2025,Fixed,Patched integration
16572,11920,283,,Open,Work in progress
16573,30087,262,8/26/2023,Fixed,No resolution details provided
16574,36792,208,,Open,Patched integration
16575,43862,282,,Open,Refunded overcharge
16576,26487,242,12/28/2024,Fixed,Fixed sync issue
16577,9042,279,4/13/2025,Fixed,Refunded overcharge
16578,5625,255,,Open,Work in progress
16579,41381,219,,Open,Refunded overcharge
16580,11370,281,6/2/2025,Pending,Updated billing system
16581,27561,206,4/29/2025,Pending,
16582,49389,275,,Open,Fixed login issue
16583,4311,294,,Open,Work in progress
16584,35994,268,6/9/2024,Fixed,Waiting for engineering team
16585,7779,256,,Open,Optimized server
16586,1936,267,,Open,Debugging app crash
16587,4299,235,,Open,Debugging app crash
16588,32606,248,,Open,Enabled CSV export
16589,46132,269,5/30/2025,Pending,Refunded overcharge
16590,29073,279,8/26/2024,Fixed,Improved load time
16591,49254,229,,Open,Work in progress
16592,18146,225,1/19/2025,Fixed,Updated billing system
16593,24930,269,4/23/2025,Fixed,No resolution details provided
16594,10440,277,2/27/2025,Fixed,Optimized server
16595,13958,250,,Open,Work in progress
16596,22336,212,2/10/2025,Fixed,No resolution details provided
16597,49497,289,5/6/2025,Fixed,Updated billing system
16598,36671,280,6/5/2024,Fixed,Updated billing system
16599,5279,208,,Open,Work in progress
16600,11219,240,,Open,Updated billing system
16601,38780,235,,Open,Refunded overcharge
16602,28249,241,1/9/2024,Fixed,Resolved export error
16603,34879,276,,Open,Fixed login issue
16604,1453,239,,Open,Enabled CSV export
16605,31225,222,,Open,Debugging app crash
16606,38841,297,,Open,Updated app version
16607,15640,212,6/28/2025,Fixed,No resolution details provided
16608,1600,264,,Open,Debugging app crash
16609,6646,254,10/4/2023,Fixed,Processed refund
16610,33423,201,4/10/2025,Fixed,No resolution details provided
16611,34035,256,,Open,Refunded overcharge
16612,42658,248,6/15/2025,Fixed,Fixed login issue
16613,15279,253,,Open,Waiting for engineering team
16614,32401,278,,Open,Debugging app crash
16615,3135,269,,Open,Waiting for engineering team
16616,18880,202,1/20/2024,Fixed,Fixed login issue
16617,2736,234,4/17/2025,Fixed,Updated app version
16618,45415,289,4/19/2025,Fixed,No resolution details provided
16619,28533,217,3/26/2024,Fixed,No resolution details provided
16620,1125,297,12/30/2023,Fixed,Refunded overcharge
16621,34639,251,,Open,Work in progress
16622,1111,222,12/12/2024,Fixed,Processed refund
16623,12417,268,5/19/2024,Fixed,Optimized server
16624,17306,208,6/24/2025,Fixed,Patched integration
16625,18770,216,3/9/2024,Pending,Refunded overcharge
16626,47987,214,10/29/2023,Fixed,Updated billing system
16627,29323,209,,Open,Improved load time
16628,1157,281,,Open,Work in progress
16629,43865,243,9/12/2024,Pending,Fixed login issue
16630,37412,228,10/20/2023,Fixed,No resolution details provided
16631,11466,265,12/5/2023,Fixed,Fixed sync issue
16632,11456,287,6/13/2025,Fixed,Debugging app crash
16633,45863,284,2/23/2024,Fixed,Optimized server
16634,24536,247,,Open,Patched integration
16635,32442,246,,Open,Processed refund
16636,25065,252,11/19/2023,Fixed,Fixed sync issue
16637,6082,221,4/14/2024,Fixed,Refunded overcharge
16638,46407,207,4/7/2024,Fixed,Updated billing system
16639,35732,257,12/1/2024,Pending,Restored notification delivery
16640,11742,263,6/14/2025,Fixed,No resolution details provided
16641,39606,235,6/1/2024,Pending,Patched dashboard
16642,48062,267,,Open,Patched integration
16643,38639,264,9/15/2024,Fixed,Fixed sync issue
16644,47671,291,,Open,Work in progress
16645,35245,268,2/25/2024,Pending,Processed refund
16646,33507,296,7/19/2024,Pending,Updated billing system
16647,44792,295,4/5/2024,Fixed,Improved load time
16648,21949,277,7/31/2023,Fixed,No resolution details provided
16649,24877,217,,Open,Work in progress
16650,29917,292,8/24/2024,Fixed,Refunded overcharge
16651,17455,297,10/8/2024,Fixed,Refunded overcharge
16652,32637,224,,Open,Work in progress
16653,17002,272,11/26/2023,Pending,Restored notification delivery
16654,45461,266,,Open,Restored notification delivery
16655,29313,273,4/25/2025,Fixed,Updated app version
16656,40156,224,,Open,Refunded overcharge
16657,26956,267,11/25/2024,Fixed,Patched integration
16658,47576,259,6/21/2025,Fixed,Processed refund
16659,39467,275,12/3/2024,Fixed,Updated billing system
16660,14510,242,6/26/2025,Pending,Patched dashboard
16661,2467,210,,Open,Restored notification delivery
16662,40081,269,10/31/2024,Pending,Optimized server
16663,40670,229,3/29/2024,Pending,Processed refund
16664,43726,277,,Open,Work in progress
16665,43322,214,,Open,Patched dashboard
16666,5282,268,3/2/2025,Pending,
16667,46074,246,10/14/2023,Pending,Updated billing system
16668,33679,252,6/19/2024,Pending,Fixed login issue
16669,43607,229,8/30/2023,Fixed,No resolution details provided
16670,25867,216,1/20/2024,Fixed,Improved load time
16671,32362,298,6/3/2024,Fixed,Fixed notification bug
16672,20586,251,,Open,Work in progress
16673,34786,232,,Open,Patched dashboard
16674,15103,275,9/16/2023,Fixed,Updated billing system
16675,41974,240,10/13/2024,Fixed,Processed refund
16676,6332,230,3/10/2024,Fixed,Restored notification delivery
16677,36941,212,9/7/2023,Pending,Improved load time
16678,39305,226,12/7/2024,Pending,
16679,10852,239,,Open,Fixed sync issue
16680,38976,266,,Open,Investigating delay
16681,7660,233,12/4/2024,Fixed,Updated billing system
16682,3900,275,,Open,Work in progress
16683,44291,293,10/23/2023,Fixed,No resolution details provided
16684,29631,296,12/2/2024,Pending,Resolved export error
16685,29701,220,,Open,Updated billing system
16686,16695,216,,Open,Work in progress
16687,14064,254,3/18/2024,Fixed,Updated billing system
16688,45009,215,10/11/2023,Fixed,Processed refund
16689,36012,271,,Open,Optimized server
16690,9900,276,,Open,Work in progress
16691,22366,297,5/19/2024,Pending,Waiting for engineering team
16692,12161,219,,Open,Fixed sync issue
16693,15789,219,3/1/2024,Pending,
16694,31970,247,7/25/2024,Pending,Updated app version
16695,9211,273,,Open,Processed refund
16696,27783,275,,Open,Work in progress
16697,20167,277,10/17/2024,Pending,
16698,34455,279,2/22/2025,Fixed,Waiting for engineering team
16699,45094,213,7/21/2023,Fixed,No resolution details provided
16700,12757,218,12/8/2023,Fixed,Restored notification delivery
16701,37619,223,,Open,Fixed export permissions
16702,33594,285,12/11/2023,Fixed,No resolution details provided
16703,48046,222,,Open,Waiting for engineering team
16704,45591,225,,Open,Debugging app crash
16705,1836,225,4/1/2024,Fixed,No resolution details provided
16706,42586,293,,Open,Updated billing system
16707,31857,294,,Open,Refunded overcharge
16708,42982,282,,Open,Updated billing system
16709,39035,240,,Open,Waiting for engineering team
16710,29182,228,6/23/2024,Pending,
16711,26525,258,,Open,Patched dashboard
16712,5952,246,,Open,Processed refund
16713,19095,232,9/30/2023,Fixed,Updated app version
16714,48823,227,,Open,Patched integration
16715,34067,278,,Open,Debugging app crash
16716,17015,230,,Open,Work in progress
16717,7167,253,7/15/2025,Fixed,Fixed sync issue
16718,576,254,1/21/2025,Fixed,No resolution details provided
16719,22585,238,,Open,Work in progress
16720,11546,272,2/19/2025,Fixed,Fixed sync issue
16721,5835,242,11/18/2024,Fixed,Patched integration
16722,4038,208,,Fixed,Processed refund
16723,48430,271,2/9/2025,Fixed,Fixed login issue
16724,36560,255,,Open,Restored notification delivery
16725,31065,209,,Open,Patched dashboard
16726,49605,271,,Open,Waiting for engineering team
16727,18020,201,,Open,Refunded overcharge
16728,32990,229,,Open,Fixed login issue
16729,22460,263,4/17/2025,Fixed,Investigating delay
16730,45022,255,,Open,Refunded overcharge
16731,1164,253,,Open,Work in progress
16732,15024,234,,Open,Patched integration
16733,23164,228,6/13/2024,Fixed,Waiting for engineering team
16734,569,253,,Open,Restored notification delivery
16735,31275,247,9/30/2023,Pending,
16736,21874,292,11/11/2024,Fixed,Patched dashboard
16737,7127,246,,Open,Waiting for engineering team
16738,20094,214,2/2/2024,Fixed,No resolution details provided
16739,29213,240,,Open,Work in progress
16740,14414,290,,Open,Waiting for engineering team
16741,24929,229,11/23/2023,Fixed,Updated billing system
16742,13726,272,4/30/2025,Fixed,Fixed login issue
16743,6636,238,,Open,Work in progress
16744,18127,245,5/4/2025,Fixed,No resolution details provided
16745,2933,244,1/19/2024,Fixed,Updated app version
16746,6920,286,10/11/2023,Fixed,Improved load time
16747,8096,262,,Open,Optimized server
16748,32767,276,3/3/2024,Fixed,No resolution details provided
16749,7014,211,8/26/2023,Fixed,Improved load time
16750,41855,294,,Open,Patched integration
16751,29471,265,9/10/2023,Fixed,Optimized server
16752,5177,257,11/24/2023,Fixed,No resolution details provided
16753,33422,244,,Open,Processed refund
16754,32471,292,1/23/2024,Fixed,Patched integration
16755,33545,226,,Open,Fixed export permissions
16756,42494,260,11/26/2023,Fixed,Patched dashboard
16757,43566,270,,Open,Refunded overcharge
16758,42185,279,11/7/2023,Fixed,No resolution details provided
16759,529,201,11/14/2023,Fixed,No resolution details provided
16760,21802,204,,Open,Work in progress
16761,19184,223,2/5/2024,Fixed,Patched dashboard
16762,15832,224,1/3/2025,Fixed,Processed refund
16763,17776,242,,Open,Updated billing system
16764,13495,252,,Open,Patched integration
16765,26497,208,,Open,Fixed login issue
16766,14361,292,,Open,Work in progress
16767,1935,300,6/10/2025,Fixed,No resolution details provided
16768,1877,201,,Open,Patched dashboard
16769,19841,294,,Open,Fixed notification bug
16770,29977,277,11/22/2024,Fixed,No resolution details provided
16771,39521,249,,Open,Processed refund
16772,4289,263,2/3/2024,Pending,Updated app version
16773,33174,279,8/25/2023,Pending,Fixed login issue
16774,25491,201,,Open,Patched dashboard
16775,17102,294,3/7/2025,Pending,
16776,29458,258,4/1/2025,Pending,Patched integration
16777,766,276,,Open,Work in progress
16778,31333,282,,Open,Work in progress
16779,36421,211,4/28/2024,Pending,
16780,45961,240,6/10/2024,Fixed,No resolution details provided
16781,25377,217,,Open,Optimized server
16782,2412,284,5/22/2025,Fixed,No resolution details provided
16783,37847,211,7/16/2024,Fixed,Fixed export permissions
16784,36043,224,11/26/2024,Pending,
16785,28075,242,8/2/2024,Pending,
16786,12450,253,4/28/2025,Fixed,Optimized server
16787,30742,246,3/10/2024,Pending,Investigating delay
16788,14682,214,7/21/2024,Fixed,Updated app version
16789,33069,254,5/6/2025,Fixed,No resolution details provided
16790,47599,225,6/28/2025,Pending,Patched dashboard
16791,14978,237,,Open,Work in progress
16792,18324,292,5/28/2025,Fixed,Patched integration
16793,22283,234,5/19/2024,Fixed,No resolution details provided
16794,44675,227,9/15/2024,Pending,Patched integration
16795,2677,297,10/21/2024,Fixed,Processed refund
16796,46667,255,,Open,Improved load time
16797,34846,298,2/27/2024,Fixed,Improved load time
16798,19976,279,3/4/2024,Fixed,Waiting for engineering team
16799,46449,236,,Open,Debugging app crash
16800,34738,271,,Open,Fixed sync issue
16801,10267,241,,Open,Work in progress
16802,45512,256,,Open,Updated biling system
16803,13378,292,,Open,Processed refund
16804,35914,281,2/17/2025,Fixed,Updated billing system
16805,31098,251,,Open,Processed refund
16806,8746,273,,Open,Patched integration
16807,43654,263,5/7/2025,Fixed,Investigating delay
16808,36180,299,12/21/2023,Fixed,Patched integration
16809,12682,238,1/29/2024,Fixed,No resolution details provided
16810,38424,206,7/22/2024,Fixed,Optimized server
16811,6016,253,,Open,Fixed login issue
16812,46179,217,6/16/2025,Fixed,Waiting for engineering team
16813,22550,223,,Open,Updated billing system
16814,22547,210,9/26/2024,Fixed,Resolved export error
16815,42473,217,,Open,Fixed sync issue
16816,45330,258,,Open,Updated app version
16817,40346,250,4/23/2024,Fixed,Investigating delay
16818,29676,270,,Open,Fixed sync issue
16819,3623,201,2/28/2025,Fixed,No resolution details provided
16820,11173,253,12/22/2024,Fixed,Improved load time
16821,38439,236,,Open,Work in progress
16822,8589,289,7/20/2024,Fixed,Fixed login issue
16823,36211,255,6/29/2025,Fixed,Updated billing system
16824,41629,256,,Open,Refunded overcharge
16825,164,219,,Open,Patched integration
16826,38716,280,,Open,Work in progress
16827,36239,275,5/31/2024,Fixed,No resolution details provided
16828,7776,214,,Open,Work in progress
16829,43505,250,4/20/2024,Pending,Refunded overcharge
16830,6515,271,11/26/2024,Fixed,No resolution details provided
16831,23973,240,,Open,Fixed sync issue
16832,994,250,5/1/2025,Fixed,Processed refund
16833,29994,219,1/19/2025,Pending,Refunded overcharge
16834,22239,273,,Open,Updated app version
16835,42407,282,,Open,Updated app version
16836,3856,286,10/7/2023,Fixed,Improved load time
16837,35769,251,2/13/2025,Fixed,Patched integration
16838,42094,211,12/18/2023,Pending,
16839,769,291,8/15/2023,Pending,
16840,46739,226,3/20/2025,Fixed,Resolved export error
16841,49340,248,,Open,Restored notification delivery
16842,44033,234,8/9/2024,Fixed,Processed refund
16843,30792,270,7/20/2024,Fixed,No resolution details provided
16844,27047,284,11/25/2023,Fixed,Updated billing system
16845,33228,267,3/20/2025,Pending,
16846,12688,295,11/4/2023,Fixed,No resolution details provided
16847,12121,236,9/19/2023,Fixed,No resolution details provided
16848,20233,213,,Open,Updated billing system
16849,43305,260,8/15/2023,Fixed,Improved load time
16850,34578,287,,Open,Refunded overcharge
16851,45539,264,6/3/2025,Pending,Refunded overcharge
16852,45996,221,,Open,Work in progress
16853,24477,260,2/16/2024,Pending,Refunded overcharge
16854,40461,256,2/15/2025,Fixed,Fixed sync issue
16855,28448,279,,Open,Processed refund
16856,30195,282,12/30/2023,Fixed,No resolution details provided
16857,8346,233,1/15/2025,Pending,Processed refund
16858,15098,204,,Open,Investigating delay
16859,46478,201,10/13/2024,Fixed,No resolution details provided
16860,20023,206,12/31/2024,Pending,
16861,30203,276,,Open,Work in progress
16862,40396,292,6/7/2025,Fixed,No resolution details provided
16863,31840,228,1/3/2024,Pending,Refunded overcharge
16864,11671,211,,Open,Refunded overcharge
16865,11972,249,,Open,Improved load time
16866,28108,231,1/23/2025,Fixed,Processed refund
16867,38009,292,9/27/2023,Fixed,Fixed notification bug
16868,4259,248,,Open,Investigating delay
16869,43853,202,9/16/2024,Pending,Resolved export error
16870,7311,273,8/10/2024,Pending,Patched dashboard
16871,38924,253,3/3/2025,Fixed,Patched dashboard
16872,24073,245,2/3/2025,Fixed,No resolution details provided
16873,6644,278,2/19/2025,Fixed,Restored notification delivery
16874,45278,214,,Open,Work in progress
16875,43687,271,6/14/2024,Fixed,Updated billing system
16876,34730,236,,Open,Fixed sync issue
16877,21683,289,6/22/2024,Fixed,Fixed sync issue
16878,13950,274,1/25/2025,Fixed,Patched integration
16879,2793,300,11/21/2023,Fixed,No resolution details provided
16880,48548,248,9/18/2023,Fixed,No resolution details provided
16881,45375,262,11/29/2024,Fixed,Patched integration
16882,39297,252,12/12/2023,Fixed,No resolution details provided
16883,27533,221,,Open,Work in progress
16884,24864,280,12/20/2023,Fixed,No resolution details provided
16885,42891,224,,Open,Fixed notification bug
16886,43141,250,,Open,Investigating delay
16887,28261,255,,Open,Updated app version
16888,39633,255,,Open,Debugging app crash
16889,38097,232,,Open,Work in progress
16890,5982,247,11/15/2024,Fixed,Processed refund
16891,14881,259,,Open,Optimized server
16892,46903,294,,Open,Work in progress
16893,13881,216,6/16/2024,Fixed,Improved load time
16894,47489,258,8/8/2023,Pending,Patched integration
16895,12064,295,,Open,Work in progress
16896,6095,233,11/15/2023,Fixed,No resolution details provided
16897,7898,300,8/20/2024,Fixed,Fixed export permissions
16898,21252,259,8/17/2024,Pending,Fixed sync issue
16899,36055,300,1/30/2024,Pending,Refunded overcharge
16900,18639,298,,Open,Processed refund
16901,22181,300,4/25/2024,Pending,Refunded overcharge
16902,18575,282,5/5/2024,Pending,
16903,31020,282,11/10/2023,Pending,Patched integration
16904,40571,256,1/29/2025,Fixed,Updated app version
16905,39140,241,,Open,Waiting for engineering team
16906,6416,208,,Open,Investigating delay
16907,254,238,2/1/2024,Fixed,Improved load time
16908,44458,292,1/23/2024,Fixed,Waiting for engineering team
16909,11953,209,2/27/2024,Pending,Resolved export error
16910,21236,215,6/13/2024,Fixed,Updated billing system
16911,12428,251,5/14/2025,Fixed,No resolution details provided
16912,21908,214,8/3/2024,Fixed,Patched dashboard
16913,31947,265,10/28/2023,Fixed,Patched dashboard
16914,6564,284,10/16/2024,Fixed,Updated biling system
16915,19274,244,,Open,Work in progress
16916,48018,213,9/11/2024,Fixed,Debugging app crash
16917,37127,286,,Open,Work in progress
16918,18233,260,10/15/2023,Pending,Updated app version
16919,45048,297,5/17/2024,Fixed,Resolved export error
16920,49452,235,10/24/2024,Fixed,No resolution details provided
16921,39797,237,,Open,Refunded overcharge
16922,34188,208,,Open,Work in progress
16923,31262,212,,Open,Fixed notification bug
16924,36654,272,10/13/2023,Fixed,Patched dashboard
16925,46984,266,8/22/2023,Fixed,No resolution details provided
16926,15875,295,7/1/2024,Fixed,Improved load time
16927,49151,259,8/30/2023,Pending,Optimized server
16928,9199,243,9/18/2023,Pending,Optimized server
16929,14018,287,6/27/2024,Fixed,Fixed export permissions
16930,28672,227,9/8/2024,Fixed,Refunded overcharge
16931,49277,284,8/14/2024,Fixed,No resolution details provided
16932,44267,209,2/18/2025,Fixed,Fixed sync issue
16933,16614,233,2/12/2024,Fixed,Processed refund
16934,32920,252,1/28/2025,Pending,Updated billing system
16935,20455,241,11/6/2024,Pending,Fixed sync issue
16936,34398,267,12/16/2024,Pending,Patched dashboard
16937,46757,236,1/6/2024,Pending,Enabled CSV export
16938,48593,259,4/26/2025,Fixed,Patched integration
16939,38919,266,,Open,Work in progress
16940,1545,239,,Open,Updated billing system
16941,13245,229,6/24/2024,Fixed,Refunded overcharge
16942,26925,203,,Open,Work in progress
16943,42010,282,11/16/2024,Fixed,No resolution details provided
16944,20993,230,11/4/2024,Pending,Processed refund
16945,31447,212,,Open,Debugging app crash
16946,6277,244,,Open,Refunded overcharge
16947,32984,275,,Open,Fixed export permissions
16948,46827,220,10/31/2023,Fixed,Restored notification delivery
16949,20168,270,,Open,Patched integration
16950,35970,266,,Open,Work in progress
16951,33664,273,,Open,Waiting for engineering team
16952,45746,248,,Open,Waiting for engineering team
16953,49580,236,4/22/2024,Fixed,Refunded overcharge
16954,12872,233,9/5/2024,Fixed,No resolution details provided
16955,45346,279,,Open,Processed refund
16956,28886,293,9/7/2023,Pending,
16957,18850,285,4/21/2024,Fixed,Processed refund
16958,40317,216,1/22/2025,Fixed,Refunded overcharge
16959,32708,238,8/21/2023,Fixed,Waiting for engineering team
16960,45457,236,,Open,Improved load time
16961,20257,253,,Open,Work in progress
16962,31723,236,3/17/2024,Fixed,Enabled CSV export
16963,30858,247,,Open,Work in progress
16964,16566,299,5/3/2024,Pending,Updated billing system
16965,22375,205,3/4/2025,Fixed,Updated billing system
16966,44209,219,,Open,Fixed login issue
16967,37793,228,,Open,Updated billing system
16968,20944,244,9/11/2023,Fixed,No resolution details provided
16969,12564,249,,Open,Fixed sync issue
16970,23748,243,4/5/2025,Fixed,No resolution details provided
16971,34140,293,,Open,Work in progress
16972,45321,254,3/4/2024,Fixed,Processed refund
16973,35006,252,11/24/2024,Pending,Enabled CSV export
16974,13012,293,3/26/2025,Fixed,Refunded overcharge
16975,5527,238,,Open,Fixed sync issue
16976,18649,291,,Open,Work in progress
16977,8494,202,4/2/2024,Fixed,No resolution details provided
16978,28702,229,9/26/2023,Fixed,Investigating delay
16979,10991,279,8/30/2023,Fixed,No resolution details provided
16980,15137,220,12/9/2024,Fixed,Waiting for engineering team
16981,25163,218,,Open,Work in progress
16982,40086,229,1/28/2025,Pending,
16983,43396,231,,Open,Work in progress
16984,32580,209,,Open,Work in progress
16985,2213,299,,Open,Optimized server
16986,3839,267,,Open,Waiting for engineering team
16987,897,261,4/9/2024,Pending,
16988,41260,279,9/19/2024,Pending,Improved load time
16989,37808,222,11/24/2023,Fixed,Restored notification delivery
16990,35973,260,,Open,Refunded overcharge
16991,43870,221,,Open,Updated app version
16992,25508,284,11/27/2023,Fixed,Refunded overcharge
16993,33207,257,,Open,Fixed login issue
16994,14205,253,4/24/2025,Fixed,Fixed login issue
16995,7503,214,,Open,Work in progress
16996,49999,275,,Open,Investigating delay
16997,49817,217,12/13/2023,Fixed,Fixed notification bug
16998,12058,250,9/18/2023,Fixed,Debugging app crash
16999,39855,274,2/11/2025,Fixed,Optimized server
17000,32738,282,4/23/2024,Fixed,Fixed notification bug
17001,3120,208,4/23/2024,Pending,Debugging app crash
17002,16980,211,,Open,Work in progress
17003,22105,235,,Open,Processed refund
17004,27378,262,,Open,Work in progress
17005,6603,239,,Open,Work in progress
17006,8077,243,,Open,Refunded overcharge
17007,46438,226,,Open,Patched integration
17008,20278,251,,Open,Updated app version
17009,20792,250,,Open,Refunded overcharge
17010,9233,269,11/30/2023,Fixed,Fixed sync issue
17011,44472,290,,Open,Updated app version
17012,19133,244,,Open,Restored notification delivery
17013,13092,250,12/28/2024,Fixed,Processed refund
17014,19192,231,11/16/2024,Fixed,No resolution details provided
17015,31865,222,5/29/2025,Fixed,Fixed login issue
17016,22845,273,11/27/2024,Pending,
17017,22364,250,8/19/2024,Fixed,Refunded overcharge
17018,48979,271,6/18/2024,Pending,Processed refund
17019,14878,242,8/23/2023,Fixed,Patched integration
17020,36273,295,,Open,Work in progress
17021,21532,222,1/28/2025,Pending,Processed refund
17022,43698,293,,Open,Updated billing system
17023,27791,291,10/4/2023,Fixed,Fixed notification bug
17024,30240,269,6/25/2024,Fixed,Fixed notification bug
17025,25741,283,5/20/2025,Fixed,Updated app version
17026,24491,282,,Open,Improved load time
17027,13878,254,,Open,Updated billing system
17028,27934,263,10/18/2024,Fixed,No resolution details provided
17029,7432,229,12/29/2023,Pending,
17030,15411,237,12/29/2024,Fixed,Updated app version
17031,5695,277,7/18/2025,Fixed,No resolution details provided
17032,14252,290,4/17/2024,Fixed,No resolution details provided
17033,15294,211,7/22/2023,Fixed,Fixed login issue
17034,18580,298,6/1/2025,Pending,
17035,14466,251,2/22/2024,Fixed,Processed refund
17036,35097,205,,Open,Refunded overcharge
17037,21544,254,,Open,Fixed login issue
17038,40231,282,,Open,Patched dashboard
17039,28165,248,,Open,Processed refund
17040,47042,256,6/1/2025,Fixed,No resolution details provided
17041,229,225,6/2/2024,Fixed,No resolution details provided
17042,30580,247,12/26/2023,Fixed,Optimized server
17043,2284,255,8/26/2023,Pending,Patched integration
17044,20179,277,8/5/2023,Fixed,Investigating delay
17045,10864,241,,Open,Optimized server
17046,45806,239,11/20/2023,Fixed,Refunded overcharge
17047,26866,205,,Open,Fixed export permissions
17048,19186,299,1/21/2025,Fixed,Waiting for engineering team
17049,12026,234,11/19/2024,Fixed,No resolution details provided
17050,45913,227,9/15/2024,Pending,
17051,43095,270,11/20/2023,Pending,Processed refund
17052,13715,226,,Open,Improved load time
17053,31998,294,,Open,Updated billing system
17054,33116,287,,Open,Patched integration
17055,32742,255,6/17/2024,Fixed,Improved load time
17056,29720,291,4/19/2025,Fixed,No resolution details provided
17057,6520,270,5/27/2025,Fixed,Processed refund
17058,45370,292,11/7/2023,Fixed,No resolution details provided
17059,43151,218,11/18/2024,Fixed,No resolution details provided
17060,18624,262,,Open,Enabled CSV export
17061,34761,258,,Open,Work in progress
17062,46168,300,10/7/2024,Fixed,Resolved export error
17063,34025,204,,Open,Updated billing system
17064,9487,258,2/3/2024,Fixed,Patched integration
17065,39375,296,11/26/2023,Fixed,No resolution details provided
17066,929,297,1/12/2025,Fixed,Refunded overcharge
17067,20707,226,12/31/2024,Pending,Debugging app crash
17068,34474,295,6/12/2025,Fixed,Optimized server
17069,11156,290,3/28/2024,Fixed,Updated billing system
17070,485,258,8/26/2024,Fixed,Fixed login issue
17071,18024,260,,Open,Work in progress
17072,29534,251,10/15/2023,Fixed,Updated biling system
17073,15876,249,11/15/2024,Fixed,No resolution details provided
17074,32845,257,5/17/2024,Fixed,Processed refund
17075,29816,271,1/4/2025,Fixed,Updated app version
17076,554,244,,Open,Work in progress
17077,19629,222,8/20/2024,Fixed,Fixed sync issue
17078,21876,251,6/4/2024,Pending,Refunded overcharge
17079,236,220,10/22/2024,Fixed,Optimized server
17080,37160,281,1/15/2025,Fixed,Restored notification delivery
17081,26940,284,9/18/2023,Pending,Patched integration
17082,47643,287,4/14/2025,Pending,Resolved export error
17083,22714,254,6/28/2025,Pending,Optimized server
17084,20544,300,1/1/2024,Pending,
17085,24645,216,,Open,Fixed notification bug
17086,21440,203,,Open,Work in progress
17087,32374,243,8/1/2023,Fixed,No resolution details provided
17088,28741,258,4/25/2024,Pending,Updated billing system
17089,40062,221,11/20/2023,Fixed,Waiting for engineering team
17090,43714,276,10/27/2023,Fixed,Debugging app crash
17091,43620,228,,Open,Updated app version
